"GeneA","GeneB"
"MYCBP2","MAP1LC3A"
"MYCBP2","USP11"
"MYCBP2","CLEC11A"
"MYCBP2","LGALS3BP"
"MYCBP2","FBXW7"
"MYCBP2","PTPN12"
"MYCBP2","EGLN3"
"MYCBP2","MED4"
"MYCBP2","MYC"
"MYCBP2","PGBD1"
"MYCBP2","SKAP1"
"MYCBP2","CBX4"
"MYCBP2","DOCK5"
"MYCBP2","VPS26B"
"MYCBP2","SKA1"
"MYCBP2","APPL1"
"MYCBP2","CUL4B"
"MYCBP2","HEY1"
"MYCBP2","CCDC8"
"MYCBP2","FBXO45"
"MYCBP2","SFN"
"MYCBP2","MEX3C"
"MYCBP2","SIRT7"
"FBXL3","CRY1"
"FBXL3","ARNTL"
"FBXL3","BTG2"
"FBXL3","CEP57"
"ITGAL","ICAM3"
"ITGAL","PTPRC"
"ITGAL","ICAM1"
"ITGAL","ICAM5"
"ITGAL","VHL"
"ITGAL","MYC"
"ITGAL","F11R"
"ITGAL","ESM1"
"ITGAL","HRAS"
"ITGAL","SHARPIN"
"ITGA3","CD9"
"ITGA3","TIMP2"
"ITGA3","CD82"
"ITGA3","CD81"
"ITGA3","HPS5"
"ITGA3","LAMA4"
"ITGA3","FN1"
"ITGA3","FHL2"
"ITGA3","LGALS8"
"ITGA3","CD63"
"ITGA3","BIN1"
"ITGA3","THBS1"
"ITGA3","ITGB1"
"ITGA3","TSPAN7"
"ITGA3","PDIA3"
"ITGA3","ADAM9"
"ITGA3","BSG"
"ITGA3","CD151"
"ITGA3","CALR"
"ITGA3","TGM2"
"ITGA3","TSPAN4"
"ITGA3","PI4KA"
"LAMP2","CTSA"
"LAMP2","RNF13"
"LAMP2","RRAGB"
"LAMP2","CDC6"
"LAMP2","RAB18"
"LAMP2","HSCB"
"LAMP2","IFT27"
"LAMP2","TAZ"
"LAMP2","BRF2"
"LAMP2","IMPDH1"
"LAMP2","RHEB"
"LAMP2","SFXN3"
"LAMP2","PRPF19"
"LAMP2","TTK"
"LAMP2","SUB1"
"LAMP2","ATP6V1A"
"LAMP2","ATP6V1B1"
"LAMP2","BCAS2"
"LAMP2","NEK6"
"LAMP2","TUBA1B"
"LAMP2","TUBG1"
"LAMP2","THOC6"
"LAMP2","CHD1L"
"LAMP2","SNRPA1"
"LAMP2","LGALS3"
"LAMP2","PCNA"
"LAMP2","MDM2"
"LAMP2","SNCA"
"LAMP2","GPD1L"
"LAMP2","HNRNPU"
"LAMP2","UCHL1"
"LAMP2","AGPAT5"
"LAMP2","BDH1"
"LAMP2","JAK1"
"LAMP2","APEH"
"LAMP2","ABHD18"
"LAMP2","CYP2S1"
"LAMP2","ADRB2"
"LAMP2","ATP6V0A2"
"LAMP2","NR2F2"
"LAMP2","LRRK2"
"LAMP2","TUBB"
"LAMP2","STK39"
"LAMP2","TNF"
"LAMP2","LYN"
"TMEM98","ATP1B3"
"TMEM98","TNNT1"
"TMEM98","RABEPK"
"YBX2","ICAM1"
"YBX2","H2AFX"
"TMEM132A","FYN"
"TMEM132A","HSPA5"
"TMEM132A","GOLGA5"
"TMEM132A","TRIOBP"
"TMEM132A","TAZ"
"TMEM132A","SLC1A5"
"TMEM132A","ICAM5"
"TMEM132A","SIAE"
"TMEM132A","RAD50"
"TMEM132A","SLAMF1"
"TMEM132A","NCOA3"
"TMEM132A","NES"
"TMEM132A","ARGLU1"
"TMEM132A","CEP55"
"TMEM132A","PAPSS1"
"TMEM132A","MEGF10"
"TMEM132A","MFHAS1"
"TMEM132A","LAMTOR1"
"TMEM132A","DBI"
"TMEM132A","MITD1"
"TMEM132A","WDFY3"
"TMEM132A","FZD6"
"TMEM132A","STX3"
"TMEM132A","GOLGA2"
"TMEM132A","LIMS1"
"TMEM132A","NPTX1"
"TMEM132A","GAA"
"TMEM132A","GCC1"
"TMEM132A","NTRK1"
"AP2B1","ANLN"
"AP2B1","AP2S1"
"AP2B1","LIMA1"
"AP2B1","AP1M1"
"AP2B1","PICALM"
"AP2B1","GTSE1"
"AP2B1","ACTB"
"AP2B1","EPS15"
"AP2B1","MYH9"
"AP2B1","CEP128"
"AP2B1","DHX58"
"AP2B1","DBN1"
"AP2B1","ACVR1"
"AP2B1","FN1"
"AP2B1","OCRL"
"AP2B1","RBCK1"
"AP2B1","RIBC2"
"AP2B1","AP1M2"
"AP2B1","ARRB1"
"AP2B1","ARRB2"
"AP2B1","SMAD4"
"AP2B1","OSBPL10"
"AP2B1","EGFR"
"AP2B1","ATM"
"AP2B1","LONRF1"
"AP2B1","NECAP2"
"AP2B1","LDLRAP1"
"AP2B1","SHC1"
"AP2B1","VCAM1"
"AP2B1","TGFBR2"
"AP2B1","TERF2IP"
"AP2B1","SMAD3"
"AP2B1","COL3A1"
"AP2B1","SLC25A6"
"AP2B1","ADRB2"
"AP2B1","BUB1"
"AP2B1","CLTB"
"AP2B1","MEX3C"
"AP2B1","JUN"
"AP2B1","GRB2"
"AP2B1","AP1S2"
"AP2B1","MYO6"
"AP2B1","FLNA"
"AP2B1","KANK2"
"AP2B1","GPANK1"
"TAC1","FAP"
"TAC1","PREP"
"TAC1","FN1"
"TAC1","DPP4"
"TNFRSF12A","TRAF1"
"TNFRSF12A","TRAF5"
"TNFRSF12A","BIRC2"
"TNFRSF12A","TRAF3"
"RALA","RALBP1"
"RALA","LIMA1"
"RALA","AKR7A2"
"RALA","YBX3"
"RALA","ACTB"
"RALA","PLD1"
"RALA","HSCB"
"RALA","MYH9"
"RALA","MSLN"
"RALA","RAB34"
"RALA","CCND1"
"RALA","EXOC2"
"RALA","MPV17"
"RALA","FLNB"
"RALA","MYO1G"
"RALA","CEP55"
"RALA","RHOF"
"RALA","SMAD4"
"RALA","INTS7"
"RALA","RALB"
"RALA","EGFR"
"RALA","RGL4"
"RALA","ARF6"
"RALA","RAB8B"
"RALA","CCDC8"
"RALA","REPS2"
"RALA","HRAS"
"RALA","MARCKSL1"
"RALA","EXOC3"
"RALA","ATP6AP2"
"RALA","EXOC7"
"RALA","PLCD1"
"RALA","FLNA"
"RALA","MYO1C"
"RALA","NTRK1"
"RALA","CALM1"
"RALA","RGL2"
"BAIAP2L1","WASL"
"BAIAP2L1","ZWINT"
"BAIAP2L1","PRKAB2"
"BAIAP2L1","SORT1"
"BAIAP2L1","MDM2"
"BAIAP2L1","HECW2"
"BAIAP2L1","NPHP1"
"BAIAP2L1","TACC1"
"BAIAP2L1","TERF1"
"BAIAP2L1","EPS8"
"BAIAP2L1","CENPJ"
"BAIAP2L1","MARVELD2"
"BAIAP2L1","MUM1"
"BAIAP2L1","PRKAA2"
"BAIAP2L1","GPRC5C"
"BAIAP2L1","TMEM17"
"BAIAP2L1","SGTB"
"BAIAP2L1","SHANK3"
"ETV1","RPS6KA5"
"ETV1","MAPK3"
"ETV1","CCND3"
"ETV1","KAT2B"
"ETV1","RPS6KA1"
"ETV1","NCOA3"
"ETV1","DET1"
"ETV1","PARP1"
"ETV1","NSMCE2"
"ETV1","ATR"
"ETV1","JUN"
"ETV1","PRKDC"
"ALDH3B1","HSD17B10"
"ALDH3B1","MID2"
"ALDH3B1","TNFRSF10A"
"ALDH3B1","PIK3R3"
"ALDH3B1","OBSL1"
"ALDH3B1","APOL2"
"ALDH3B1","KRT34"
"ALDH3B1","BAG3"
"ALDH3B1","FMN2"
"ALDH3B1","TSC22D3"
"ALDH3B1","USP32"
"ALDH3B1","WDR73"
"ALDH3B1","TARSL2"
"ALDH3B1","CTR9"
"ALDH3B1","KRT40"
"PHTF2","LYPD3"
"CCL26","PAX6"
"CCL26","APP"
"CCL26","CCR1"
"USH1C","SLC4A7"
"USH1C","QKI"
"USH1C","CTNNAL1"
"USH1C","ENKD1"
"USH1C","UBA1"
"USH1C","LTV1"
"USH1C","MIPOL1"
"USH1C","PRKAA2"
"USH1C","ADGRV1"
"USH1C","SAAL1"
"USH1C","GPS1"
"USH1C","ANKS4B"
"USH1C","TUBA3C"
"GGCT","RASSF7"
"GGCT","STK4"
"GGCT","NFKB1"
"GGCT","TSNAX"
"GGCT","HECW2"
"GGCT","APP"
"GGCT","EGFR"
"GGCT","RASSF10"
"GGCT","RASSF9"
"DBF4","RAD18"
"DBF4","MCM2"
"DBF4","MCM6"
"DBF4","ORC6"
"DBF4","CDC7"
"DBF4","EEF1A2"
"DBF4","E2F1"
"DBF4","MCM3"
"DBF4","CDK2"
"DBF4","LSM8"
"DBF4","CHAF1A"
"IFRD1","EIF2AK2"
"IFRD1","TCEAL4"
"IFRD1","RIT1"
"IFRD1","FOXL1"
"LGALS14","VIM"
"LGALS14","LNX1"
"LGALS14","MID2"
"LGALS14","TRIM23"
"LGALS14","POF1B"
"LGALS14","SDCBP2"
"LGALS14","PCBD2"
"LGALS14","LNX2"
"LGALS14","DDIT4L"
"LGALS14","PPM1J"
"LGALS14","IKZF3"
"LGALS14","REL"
"LGALS14","KRT19"
"LGALS14","CRLF3"
"LGALS14","TARSL2"
"LGALS14","TCF4"
"LGALS14","FLNA"
"LGALS14","ZNF655"
"GTF2IRD1","PIAS1"
"GTF2IRD1","PKP2"
"GTF2IRD1","PIAS2"
"GTF2IRD1","PKP1"
"GTF2IRD1","CBX5"
"GTF2IRD1","ABL1"
"GTF2IRD1","CBX1"
"GTF2IRD1","ALMS1"
"GTF2IRD1","ZMYM2"
"GTF2IRD1","ZC4H2"
"GTF2IRD1","SORT1"
"GTF2IRD1","SYNCRIP"
"GTF2IRD1","DCAF6"
"GTF2IRD1","TOR1AIP1"
"GTF2IRD1","SMAD3"
"GTF2IRD1","EXOSC4"
"GTF2IRD1","MRFAP1L1"
"GTF2IRD1","SGTB"
"VPS41","VPS18"
"VPS41","TCEAL4"
"VPS41","NABP2"
"VPS41","RILP"
"VPS41","VPS33B"
"ELAC2","TNPO3"
"ELAC2","HSD17B10"
"ELAC2","FERMT2"
"ELAC2","SNX5"
"ELAC2","HSCB"
"ELAC2","DNAJC17"
"ELAC2","PPP2CB"
"ELAC2","MRPS30"
"ELAC2","UBAC1"
"ELAC2","GOLM1"
"ELAC2","KIF2C"
"ELAC2","CEP19"
"ELAC2","TRMT10C"
"ELAC2","CTBP2"
"ELAC2","SMAD2"
"ELAC2","NTRK1"
"ELAC2","IPO7"
"SCIN","SSH1"
"SCIN","BCL7A"
"SCIN","OBSL1"
"SCIN","TMOD1"
"SCIN","TMOD3"
"SCIN","BAG3"
"SCIN","CCDC8"
"SCIN","GRB2"
"PRSS21","FYN"
"PRSS21","CYFIP2"
"PRSS21","NCKAP1"
"PRSS21","PFN2"
"PRSS21","APBB1IP"
"PRSS21","SEMA6A"
"PRSS21","ABL1"
"PRSS21","HCK"
"PRSS21","WASL"
"PRSS21","DNMBP"
"PRSS21","LGALS3BP"
"PRSS21","WIPF1"
"PRSS21","FBXO6"
"PRSS21","VASP"
"PRSS21","PARP2"
"PRSS21","TUBG1"
"PRSS21","TES"
"PRSS21","ABI1"
"PRSS21","ENAH"
"PRSS21","SRC"
"PRSS21","SERPINB5"
"PRSS21","LYN"
"PROM1","PLEKHA5"
"PROM1","ACTB"
"GAS7","PLEKHA5"
"GAS7","CYFIP2"
"GAS7","NCKAP1"
"GAS7","CBFB"
"GAS7","NEDD4"
"GAS7","SMARCE1"
"GAS7","APBB1IP"
"GAS7","ITCH"
"GAS7","MYBPC2"
"GAS7","SFPQ"
"GAS7","WBP4"
"GAS7","NCKAP1L"
"GAS7","PIN1"
"GAS7","DIAPH1"
"GAS7","ABI1"
"GAS7","IFITM3"
"GAS7","HNRNPU"
"GAS7","WDYHV1"
"GAS7","ANAPC10"
"GAS7","SMARCC1"
"GAS7","YIF1A"
"TRAPPC6A","PAX6"
"TRAPPC6A","CAD"
"TRAPPC6A","EFS"
"TRAPPC6A","HOXA1"
"TRAPPC6A","TAX1BP1"
"TRAPPC6A","CRYAB"
"TRAPPC6A","KANK4"
"TRAPPC6A","HSPB8"
"TRAPPC6A","SCOC"
"TRAPPC6A","RUSC1"
"TRAPPC6A","IKZF3"
"TRAPPC6A","REL"
"TRAPPC6A","SERTAD3"
"TRAPPC6A","FASN"
"TRAPPC6A","TRAPPC1"
"TRAPPC6A","SSSCA1"
"TRAPPC6A","TRAPPC6B"
"TRAPPC6A","RAD54B"
"MATK","CSK"
"MATK","MET"
"MATK","PTK2B"
"MATK","CD36"
"MATK","ERBB2"
"MATK","CACNA1A"
"MATK","KIT"
"MATK","LRRK2"
"MATK","SRC"
"MATK","NTRK1"
"MATK","LYN"
"CD79B","FYN"
"CD79B","RABGAP1"
"CD79B","TARBP1"
"CD79B","GOLGA5"
"CD79B","HEATR6"
"CD79B","PTPRC"
"CD79B","POLE2"
"CD79B","E2F1"
"CD79B","SGK3"
"CD79B","CD79A"
"CD79B","ABHD17B"
"CD79B","PTPN6"
"CD79B","DSE"
"CD79B","ACVR2B"
"CD79B","CXCR4"
"CD79B","SLC25A16"
"CD79B","TUBA4A"
"CD79B","TRPM4"
"CD79B","DSTYK"
"CD79B","KIDINS220"
"CD79B","TBRG4"
"CD79B","BLK"
"CD79B","STAM"
"CD79B","MYC"
"CD79B","FAM8A1"
"CD79B","ADCY3"
"CD79B","XPR1"
"CD79B","INTS7"
"CD79B","VPS51"
"CD79B","PDE3B"
"CD79B","FAM69A"
"CD79B","COLEC12"
"CD79B","VANGL2"
"CD79B","WDFY3"
"CD79B","SYK"
"CD79B","MELK"
"CD79B","TUBA1A"
"CD79B","ABCA3"
"CD79B","SLC25A6"
"CD79B","PTK2"
"CD79B","B3GNT2"
"CD79B","MANEA"
"CD79B","DPY19L1"
"CD79B","GOLIM4"
"CD79B","RUFY1"
"CD79B","MAN1B1"
"CD79B","CD19"
"CD79B","EXT1"
"CD79B","LCK"
"CD79B","SGTB"
"CD79B","SREBF2"
"CD79B","IGHM"
"CD79B","PI4KA"
"CD79B","LYN"
"TKTL1","TUBA1A"
"PAX6","HMGB3"
"PAX6","HOMER3"
"PAX6","HIPK2"
"PAX6","AP1M1"
"PAX6","LLGL2"
"PAX6","DLG1"
"PAX6","THOC1"
"PAX6","LXN"
"PAX6","EPB41L2"
"PAX6","APOB"
"PAX6","GEMIN2"
"PAX6","DHPS"
"PAX6","MISP"
"PAX6","CINP"
"PAX6","HOXA1"
"PAX6","CCDC6"
"PAX6","POLR3GL"
"PAX6","TRAP1"
"PAX6","PIN1"
"PAX6","SMARCA4"
"PAX6","DIAPH1"
"PAX6","SIX3"
"PAX6","RGS3"
"PAX6","RBM26"
"PAX6","ATP6V1C2"
"PAX6","STAC"
"PAX6","HMBOX1"
"PAX6","ATP6V0D2"
"PAX6","NGLY1"
"PAX6","MIPOL1"
"PAX6","LONRF1"
"PAX6","PCNT"
"PAX6","EN1"
"PAX6","CGGBP1"
"PAX6","CDX2"
"PAX6","CHAF1A"
"PAX6","MARCKSL1"
"PAX6","PBX1"
"PAX6","CXorf38"
"PAX6","POLR3C"
"PAX6","MITF"
"PAX6","BCL2L15"
"PAX6","ZNF124"
"PAX6","ESRRG"
"PAX6","MAFG"
"PAX6","KANK2"
"PAX6","GPANK1"
"PAX6","SLC12A8"
"PAX6","SHANK3"
"LUC7L","GADD45G"
"LUC7L","CTNNBL1"
"LUC7L","SRPK2"
"LUC7L","APPL1"
"LUC7L","NLRP3"
"LUC7L","ANAPC10"
"LUC7L","CLK2"
"LUC7L","JUN"
"LUC7L","NFKBIL1"
"CACNA2D2","IGHA1"
"TEAD3","WWTR1"
"TEAD3","TEAD2"
"TEAD3","E2F1"
"TEAD3","VGLL1"
"TEAD3","AMOTL2"
"TEAD3","AMOT"
"TEAD3","YAP1"
"TEAD3","TP53BP2"
"TEAD3","VGLL4"
"TEAD3","LATS2"
"TEAD3","TNIK"
"TEAD3","AMOTL1"
"TEAD3","KIFC2"
"TEAD3","FASN"
"TEAD3","CTBP2"
"TEAD3","PIDD1"
"TEAD3","MCMBP"
"TEAD3","VGLL3"
"TEAD3","PHB2"
"MYLIP","DAPP1"
"MYLIP","UBE2D4"
"MYLIP","WDFY1"
"MYLIP","HOOK2"
"MYLIP","ZBTB16"
"MYLIP","ARPC1B"
"MYLIP","KANK4"
"MYLIP","SDCBP"
"MYLIP","LNX2"
"MYLIP","DDIT4L"
"MYLIP","MIPOL1"
"MYLIP","CRK"
"MYLIP","NR1D2"
"MYLIP","UBE2N"
"MYLIP","CTR9"
"MYLIP","PAX9"
"E2F2","BCAR1"
"E2F2","GNB5"
"E2F2","E2F1"
"E2F2","TFDP2"
"E2F2","FHL2"
"E2F2","ARID3A"
"E2F2","A1BG"
"E2F2","EAPP"
"E2F2","RB1"
"E2F2","RNF144A"
"E2F2","ATAD2"
"E2F2","RYBP"
"E2F2","GRB2"
"E2F2","TFDP1"
"JARID2","PRSS3"
"JARID2","AGA"
"JARID2","AP1M1"
"JARID2","EED"
"JARID2","ITGB5"
"JARID2","CDC45"
"JARID2","GRAP2"
"JARID2","DICER1"
"JARID2","CST3"
"JARID2","RBBP7"
"JARID2","TSC22D1"
"JARID2","IGDCC4"
"JARID2","SLC1A5"
"JARID2","BBC3"
"JARID2","EZH2"
"JARID2","SETX"
"JARID2","APOC3"
"JARID2","FN1"
"JARID2","RLF"
"JARID2","APOA1"
"JARID2","TTR"
"JARID2","OBSL1"
"JARID2","TTPAL"
"JARID2","NCOA3"
"JARID2","APOE"
"JARID2","APOC1"
"JARID2","SH3BP5"
"JARID2","AMPD3"
"JARID2","CABLES1"
"JARID2","CTSL"
"JARID2","DERL1"
"JARID2","MYC"
"JARID2","CLCA2"
"JARID2","AEBP2"
"JARID2","MTF2"
"JARID2","AHSG"
"JARID2","GSN"
"JARID2","SERPING1"
"JARID2","ATM"
"JARID2","SACS"
"JARID2","RANBP2"
"JARID2","KCNMA1"
"JARID2","TIAM1"
"JARID2","PCDH1"
"JARID2","CUL4B"
"JARID2","APOA2"
"JARID2","ALB"
"JARID2","PPBP"
"JARID2","CDCP1"
"JARID2","ITGA2"
"JARID2","TUBA1C"
"JARID2","KRT1"
"JARID2","ZNF232"
"JARID2","KRT13"
"JARID2","FGA"
"JARID2","TLN2"
"JARID2","ADGRG2"
"JARID2","KIAA1551"
"JARID2","SUZ12"
"JARID2","PCED1B"
"JARID2","F2"
"JARID2","PDE4B"
"JARID2","KRT6B"
"JARID2","KRT5"
"JARID2","KRT10"
"JARID2","KRT14"
"JARID2","ZNF292"
"JARID2","CFD"
"JARID2","MYL4"
"JARID2","EHMT2"
"JARID2","POU5F1"
"JARID2","KRT6A"
"CDK11A","CASP8"
"CDK11A","MCM2"
"CDK11A","LLGL2"
"CDK11A","MCM6"
"CDK11A","HSP90AA1"
"CDK11A","WDR47"
"CDK11A","FKBP5"
"CDK11A","MCM4"
"CDK11A","IVNS1ABP"
"CDK11A","GADD45A"
"CDK11A","PIN1"
"CDK11A","DDB2"
"CDK11A","MED4"
"CDK11A","CASP1"
"CDK11A","CDKN2A"
"CDK11A","PAK1"
"CDK11A","ZG16B"
"CDK11A","SPRR3"
"CDK11A","CCNL1"
"CDK11A","CASP3"
"CDK11A","NOLC1"
"CDK11A","SMAD3"
"CDK11A","A2M"
"CDK11A","JUN"
"CDK11A","HKR1"
"CDK11A","ZNF267"
"CDK11A","ZNF33A"
"CDK11A","CTR9"
"CDK11A","CCNL2"
"NADK","GAB2"
"NADK","LIMA1"
"NADK","LNX1"
"NADK","MAST3"
"NADK","CBY1"
"NADK","CDC25B"
"NADK","RALGPS2"
"NADK","CAMSAP2"
"NADK","FAM110A"
"NADK","KIF1C"
"NADK","LPIN3"
"NADK","NAV1"
"NADK","KCTD3"
"NADK","DENND4C"
"NADK","SDCBP"
"NADK","CGN"
"NADK","PHLDB2"
"NADK","SRSF12"
"NADK","TIAM1"
"NADK","CDC25C"
"NADK","FAM110B"
"NADK","ZBTB21"
"NADK","GRB2"
"NADK","SIPA1L1"
"TFAP2B","AURKA"
"TFAP2B","CITED1"
"TFAP2B","YEATS4"
"TFAP2B","SSBP4"
"TFAP2B","SYT4"
"TFAP2B","MYC"
"TFAP2B","VPS11"
"TFAP2B","CITED2"
"TFAP2B","CITED4"
"TFAP2B","HIST1H2AC"
"CYTH3","IPCEF1"
"CYTH3","FOSL2"
"CYTH3","OIP5"
"CYTH3","FRMD4B"
"CYTH3","CYTIP"
"CYTH3","PIK3CA"
"CYTH3","CNKSR1"
"CYTH3","GNAQ"
"CYTH3","GRASP"
"CYTH3","ARF6"
"CYTH3","IRS1"
"CYTH3","INSR"
"SYPL1","VAMP3"
"SYPL1","HSCB"
"SYPL1","VAMP8"
"SYPL1","LGALS3"
"SYPL1","MYC"
"SYPL1","SDCBP"
"CYB561","BIK"
"CYB561","CREB3"
"CYB561","ZDHHC7"
"CYB561","EFNA5"
"AASS","LLGL2"
"AASS","HSCB"
"AASS","ACADM"
"AASS","MYC"
"PLEKHG6","LIMA1"
"PLEKHG6","ACTB"
"PLEKHG6","ACTA2"
"PLEKHG6","JCHAIN"
"PLEKHG6","TMOD1"
"PLEKHG6","CEP55"
"PLEKHG6","GSN"
"PLEKHG6","ZG16B"
"PLEKHG6","PIGR"
"PLEKHG6","IKBIP"
"PLEKHG6","CST1"
"PLEKHG6","PPIA"
"SS18L2","DLG3"
"SS18L2","YPEL5"
"SS18L2","ZNFX1"
"SS18L2","CBX4"
"SS18L2","H2AFX"
"MGST1","TCTN3"
"MGST1","ERBB2"
"MGST1","EGFR"
"CRY1","PSMC4"
"CRY1","GRN"
"CRY1","HSPA5"
"CRY1","PABPC4"
"CRY1","MTHFD1"
"CRY1","USP11"
"CRY1","PPP2CB"
"CRY1","C1QBP"
"CRY1","TIMELESS"
"CRY1","MCM3"
"CRY1","MDFI"
"CRY1","WDR77"
"CRY1","SFPQ"
"CRY1","PRDX1"
"CRY1","BHLHE41"
"CRY1","PRDX4"
"CRY1","PAICS"
"CRY1","PPAT"
"CRY1","TRIM28"
"CRY1","UBA1"
"CRY1","NASP"
"CRY1","ARNTL"
"CRY1","SYNCRIP"
"CRY1","TGS1"
"CRY1","LRPPRC"
"CRY1","NEDD1"
"CRY1","RGS20"
"CRY1","FOXO1"
"CRY1","HNRNPU"
"CRY1","EEF1A1"
"CRY1","RPS14"
"CRY1","MARS"
"CRY1","FASN"
"CRY1","NPAS2"
"CRY1","NR1D2"
"CRY1","IMPDH2"
"CRY1","KRT10"
"CRY1","PLSCR1"
"CRY1","TUBB"
"CRY1","HSPA1B"
"CRY1","HSPA1A"
"CRY1","CSNK1E"
"CRY1","PRKDC"
"NFIX","FOXC1"
"NFIX","PIR"
"NFIX","HDAC1"
"NFIX","FOXA1"
"NFIX","RB1"
"NFIX","SMAD4"
"NFIX","NFIB"
"NFIX","RBPJ"
"NFIX","FOS"
"NFIX","JUN"
"NFIX","ISG15"
"ST3GAL1","LMBR1"
"ST3GAL1","GOLPH3"
"ST3GAL1","ASPHD2"
"ST3GAL1","SLC39A11"
"ST3GAL1","TRAF6"
"ST3GAL1","ANKRD46"
"ST3GAL1","METTL9"
"ST3GAL1","UBE2J1"
"ST3GAL1","GSTA1"
"MAPK8IP2","MAP2K3"
"MAPK8IP2","SYNE2"
"MAPK8IP2","ZNRD1"
"MAPK8IP2","CRMP1"
"MAPK8IP2","FSCN1"
"MAPK8IP2","C1QTNF3"
"MAPK8IP2","SMARCB1"
"MAPK8IP2","EZH2"
"MAPK8IP2","ING4"
"MAPK8IP2","FGF12"
"MAPK8IP2","GALNT3"
"MAPK8IP2","SLPI"
"MAPK8IP2","KLC1"
"MAPK8IP2","SPINK2"
"MAPK8IP2","LSM8"
"MAPK8IP2","CHN1"
"MAPK8IP2","FGF13"
"MAPK8IP2","PLXNA3"
"MAPK8IP2","CTNNBL1"
"MAPK8IP2","MAP3K12"
"MAPK8IP2","AFG3L2"
"MAPK8IP2","ERBB2"
"MAPK8IP2","APP"
"MAPK8IP2","ZNF593"
"MAPK8IP2","TP53BP2"
"MAPK8IP2","EGFR"
"MAPK8IP2","PRSS23"
"MAPK8IP2","RABGAP1L"
"MAPK8IP2","ANGPT1"
"MAPK8IP2","TIAM1"
"MAPK8IP2","MAPK13"
"MAPK8IP2","ASRGL1"
"MAPK8IP2","GBP2"
"MAPK8IP2","MNDA"
"MAPK8IP2","RYBP"
"MAPK8IP2","ANAPC10"
"MAPK8IP2","SLC39A13"
"MAPK8IP2","KIFC2"
"MAPK8IP2","CFL1"
"MAPK8IP2","MSRB3"
"MAPK8IP2","BBS10"
"MAPK8IP2","C8orf33"
"MAPK8IP2","IGIP"
"MAPK8IP2","VPS33B"
"MAPK8IP2","LRRK2"
"HEATR5B","PTPN3"
"HEATR5B","AURKA"
"HEATR5B","CCDC8"
"HEATR5B","AP1S2"
"HEATR5B","NTRK1"
"REV3L","MEF2A"
"REV3L","STK17B"
"REV3L","CCND1"
"REV3L","MAD2L2"
"REV3L","MAD2L1"
"REV3L","POLH"
"PAX7","FYN"
"PAX7","FHL1"
"PAX7","HOMER3"
"PAX7","LLGL2"
"PAX7","MAGOHB"
"PAX7","CRK"
"PAX7","CIB1"
"PAX7","SRC"
"TRAF3IP3","CEP68"
"TRAF3IP3","SIKE1"
"TRAF3IP3","SP100"
"TRAF3IP3","OSBPL3"
"TRAF3IP3","TFIP11"
"TRAF3IP3","EMD"
"TRAF3IP3","STX4"
"TRAF3IP3","FGFR1OP2"
"TRAF3IP3","BCL6"
"TRAF3IP3","CEP70"
"TRAF3IP3","STRIP2"
"TRAF3IP3","TRAF3"
"TRAF3IP3","STK26"
"TRAF3IP3","GGPS1"
"TRAF3IP3","RANBP2"
"TRAF3IP3","RACGAP1"
"TRAF3IP3","CCDC138"
"TRAF3IP3","CDCA7L"
"TRAF3IP3","NDEL1"
"TRAF3IP3","CCDC88B"
"TRAF3IP3","SSSCA1"
"TRAF3IP3","STRN3"
"MLXIPL","PGRMC2"
"MLXIPL","GRB2"
"BAZ1B","ACPP"
"BAZ1B","ING3"
"BAZ1B","SMARCE1"
"BAZ1B","ACTB"
"BAZ1B","TOP2B"
"BAZ1B","SMARCA2"
"BAZ1B","SMARCB1"
"BAZ1B","APOL1"
"BAZ1B","E2F1"
"BAZ1B","SMARCA1"
"BAZ1B","ZC3HAV1"
"BAZ1B","CBX1"
"BAZ1B","VDR"
"BAZ1B","FN1"
"BAZ1B","APOA1"
"BAZ1B","OBSL1"
"BAZ1B","POLR1B"
"BAZ1B","C3"
"BAZ1B","SMARCA4"
"BAZ1B","PCNA"
"BAZ1B","MYC"
"BAZ1B","SMARCA5"
"BAZ1B","HNRNPU"
"BAZ1B","NR4A2"
"BAZ1B","TIAM1"
"BAZ1B","RUNX1"
"BAZ1B","PYHIN1"
"BAZ1B","CDT1"
"BAZ1B","CHAF1A"
"BAZ1B","KRT1"
"BAZ1B","BMI1"
"BAZ1B","CCDC8"
"BAZ1B","SMARCC1"
"BAZ1B","PHLDA3"
"BAZ1B","ATAD5"
"BAZ1B","PAPPA"
"BAZ1B","SIRT7"
"BAZ1B","H2AFX"
"BAZ1B","HIST1H3D"
"BAZ1B","MYO1C"
"BAZ1B","BAZ1A"
"BAZ1B","CTR9"
"BAZ1B","IGHM"
"ETV7","ETV6"
"ETV7","LRPAP1"
"UQCRC1","SOAT1"
"UQCRC1","MCM2"
"UQCRC1","LMAN1"
"UQCRC1","SMARCA2"
"UQCRC1","GOLT1B"
"UQCRC1","RTN4"
"UQCRC1","ABCB7"
"UQCRC1","KRAS"
"UQCRC1","NPHP1"
"UQCRC1","SRPRB"
"UQCRC1","STOM"
"UQCRC1","SLC25A4"
"UQCRC1","POC5"
"UQCRC1","TRIM63"
"UQCRC1","SLC25A6"
"UQCRC1","UQCRH"
"UQCRC1","SIRT7"
"UQCRC1","NTRK1"
"UQCRC1","PHB2"
"STARD3NL","STOM"
"CD9","TSPAN9"
"CD9","CD44"
"CD9","SLC44A1"
